latitude,longitude,altitude
37.2890273,127.1074,114.09
37.2890281,127.1073976,114.078
37.2890284,127.1073965,114.07
37.2890288,127.1073953,114.074
37.2890291,127.1073943,114.081
37.2890294,127.1073932,114.094
37.2890296,127.107392,114.095
37.2890299,127.1073908,114.097
37.2890302,127.1073897,114.12
37.2890305,127.1073887,114.14
37.2890309,127.1073875,114.157
37.2890313,127.1073864,114.163
37.2890321,127.1073841,114.178
37.2890325,127.1073831,114.184
37.2890329,127.1073821,114.193
37.2890332,127.1073811,114.199
37.2890334,127.10738,114.2
37.2890336,127.1073787,114.207
37.2890339,127.1073775,114.211
37.2890344,127.1073753,114.254
37.2890347,127.107374,114.279
37.2890349,127.1073729,114.295
37.2890352,127.1073717,114.299
37.2890356,127.1073705,114.303
37.2890364,127.1073683,114.321
37.2890368,127.1073664,114.344
37.2890373,127.1073643,114.359
37.2890376,127.1073633,114.373
37.289038,127.1073622,114.404
37.2890383,127.1073612,114.406
37.2890387,127.1073601,114.419
37.2890391,127.107359,114.409
37.2890393,127.1073577,114.397
37.2890396,127.1073565,114.409
37.2890399,127.1073556,114.436
37.2890404,127.1073536,114.457
37.2890406,127.1073525,114.462
37.2890409,127.1073514,114.472
37.2890412,127.1073503,114.482
37.2890415,127.1073491,114.492
37.2890418,127.1073479,114.504
37.2890425,127.1073456,114.514
37.2890428,127.1073444,114.515
37.2890434,127.1073424,114.558
37.2890438,127.1073407,114.614
37.289044,127.1073395,114.602
37.2890442,127.1073383,114.61
37.2890444,127.1073371,114.625
37.2890447,127.107336,114.638
37.2890449,127.1073349,114.661
37.2890452,127.1073337,114.681
37.2890459,127.1073313,114.698
37.2890467,127.1073291,114.735
37.2890471,127.107328,114.764
37.2890474,127.107327,114.798
37.2890477,127.1073259,114.804
37.289048,127.1073248,114.814
37.2890482,127.1073236,114.811
37.2890486,127.1073226,114.817
37.2890492,127.1073202,114.849
37.28905,127.1073178,114.856
37.2890507,127.1073154,114.885
37.2890511,127.1073143,114.917
37.2890515,127.1073132,114.949
37.2890517,127.1073122,114.955
37.2890519,127.107311,114.964
37.2890525,127.1073089,114.998
37.2890531,127.1073067,115.041
37.2890533,127.1073054,115.052
37.2890536,127.1073043,115.056
37.2890539,127.1073031,115.061
37.2890542,127.1073021,115.074
37.2890546,127.1073011,115.099
37.289055,127.1073001,115.117
37.2890555,127.107298,115.131
37.2890561,127.1072958,115.151
37.2890563,127.1072945,115.154
37.2890566,127.1072934,115.177
37.289057,127.1072923,115.199
37.2890577,127.1072903,115.198
37.2890586,127.1072884,115.227
37.2890591,127.1072867,115.26
37.2890593,127.1072847,115.267
37.2890594,127.1072836,115.275
37.2890596,127.1072825,115.302
37.2890598,127.1072813,115.33
37.2890601,127.1072802,115.343
37.2890604,127.1072791,115.363
37.289061,127.1072769,115.375
37.2890612,127.1072758,115.368
37.2890616,127.1072748,115.391
37.289062,127.1072739,115.426
37.2890622,127.107273,115.443
37.2890623,127.107272,115.458
37.2890624,127.107271,115.454
37.2890626,127.1072699,115.449
37.2890629,127.107269,115.457
37.2890635,127.107267,115.482
37.2890639,127.107266,115.493
37.2890641,127.1072649,115.485
37.2890648,127.1072629,115.492
37.2890651,127.1072619,115.515
37.2890655,127.1072609,115.55
37.2890658,127.1072601,115.571
37.289066,127.1072591,115.573
37.2890665,127.1072569,115.585
37.2890667,127.107256,115.604
37.289067,127.1072551,115.631
37.2890676,127.1072533,115.644
37.2890678,127.1072521,115.654
37.2890681,127.107251,115.646
37.2890684,127.1072501,115.66
37.289069,127.1072492,115.685
37.2890701,127.1072501,114.728
37.2890707,127.1072514,114.225
37.2890713,127.1072523,113.95
37.2890719,127.1072527,113.794
37.2890723,127.1072526,113.678
37.2890726,127.1072528,113.594
37.2890728,127.1072527,113.535
37.2890731,127.1072525,113.479
37.2890734,127.107252,113.432
37.2890736,127.1072515,113.4
37.2890741,127.1072512,113.387
37.2890748,127.1072509,113.386
37.2890754,127.1072506,113.408
37.2890759,127.1072503,113.404
37.2890764,127.1072499,113.38
37.2890769,127.1072493,113.346
37.2890773,127.1072484,113.336
37.2890777,127.1072473,113.318
37.289078,127.1072465,113.349
37.2890789,127.1072447,113.316
37.2890794,127.1072438,113.297
37.2890799,127.107243,113.301
37.2890805,127.1072422,113.291
37.2890809,127.1072415,113.323
37.2890813,127.1072409,113.322
37.2890817,127.1072402,113.303
37.289082,127.1072392,113.288
37.2890823,127.107238,113.269
37.2890827,127.107237,113.271
37.2890832,127.1072359,113.273
37.2890837,127.107235,113.281
37.2890842,127.1072342,113.272
37.2890847,127.107233,113.235
37.2890853,127.1072321,113.2
37.2890858,127.1072312,113.193
37.2890862,127.1072304,113.212
37.2890867,127.1072297,113.208
37.2890871,127.1072287,113.17
37.2890876,127.1072263,113.133
37.2890878,127.107225,113.126
37.289088,127.107224,113.152
37.2890885,127.1072231,113.128
37.2890888,127.1072219,113.105
37.2890891,127.1072208,113.099
37.2890895,127.1072197,113.058
37.2890899,127.1072185,113.063
37.2890902,127.1072176,113.087
37.2890905,127.1072165,113.054
37.2890908,127.1072152,113.032
37.2890911,127.107214,113.011
37.2890914,127.1072128,113.003
37.2890918,127.1072116,112.995
37.2890922,127.1072107,113.006
37.2890926,127.1072093,112.97
37.2890931,127.1072081,112.948
37.2890935,127.1072071,112.936
37.2890939,127.1072058,112.928
37.2890943,127.1072048,112.945
37.2890946,127.1072037,112.956
37.2890949,127.1072023,112.916
37.2890952,127.1072011,112.901
37.2890954,127.1071999,112.91
37.2890957,127.1071987,112.906
37.2890961,127.1071977,112.906
37.2890965,127.1071965,112.884
37.2890969,127.1071952,112.856
37.2890972,127.1071941,112.84
37.2890975,127.1071929,112.833
37.2890978,127.1071918,112.832
37.289098,127.1071908,112.848
37.2890981,127.1071894,112.829
37.2890984,127.107188,112.808
37.2890988,127.1071868,112.81
37.2890992,127.1071856,112.809
37.2890996,127.1071844,112.822
37.2891001,127.107183,112.804
37.2891005,127.1071816,112.764
37.2891009,127.1071805,112.754
37.2891012,127.107179,112.764
37.2891015,127.1071784,112.81
37.2891018,127.1071774,112.803
37.2891021,127.107176,112.775
37.2891025,127.1071749,112.763
37.289103,127.1071727,112.782
37.2891034,127.1071717,112.783
37.2891037,127.1071705,112.761
37.2891042,127.1071693,112.741
37.2891045,127.1071682,112.724
37.2891048,127.1071669,112.722
37.289105,127.107166,112.748
37.2891053,127.107165,112.755
37.2891055,127.1071636,112.73
37.2891057,127.1071621,112.71
37.2891061,127.1071608,112.699
37.2891064,127.1071595,112.705
37.2891067,127.1071582,112.726
37.2891071,127.1071569,112.711
37.2891074,127.1071554,112.705
37.2891079,127.1071543,112.686
37.2891082,127.1071532,112.674
37.2891086,127.107152,112.681
37.2891089,127.1071511,112.687
37.2891093,127.1071499,112.647
37.2891096,127.1071485,112.623
37.2891101,127.1071474,112.606
37.2891104,127.1071462,112.616
37.2891108,127.107145,112.626
37.2891111,127.1071439,112.642
37.2891114,127.1071426,112.608
37.2891117,127.1071414,112.583
37.289112,127.1071402,112.585
37.2891121,127.1071391,112.603
37.2891123,127.1071381,112.61
37.2891125,127.1071368,112.589
37.2891127,127.1071354,112.55
37.2891129,127.1071341,112.569
37.2891135,127.1071318,112.601
37.2891138,127.1071305,112.581
37.289114,127.1071292,112.564
37.2891142,127.1071281,112.561
37.2891143,127.1071271,112.55
37.2891145,127.1071262,112.565
37.2891147,127.1071255,112.571
37.2891148,127.1071244,112.562
37.289115,127.1071232,112.553
37.2891151,127.1071221,112.543
37.2891153,127.107121,112.567
37.2891156,127.10712,112.594
37.2891159,127.1071192,112.608
37.2891162,127.1071181,112.582
37.2891165,127.1071171,112.586
37.2891168,127.1071162,112.578
37.2891172,127.1071153,112.58
37.2891174,127.1071146,112.582
37.2891176,127.1071138,112.558
37.2891178,127.107113,112.558
37.289118,127.1071122,112.538
37.2891183,127.1071113,112.535
37.2891186,127.1071103,112.531
37.2891189,127.107109,112.534
37.2891192,127.107108,112.535
37.2891196,127.107107,112.511
37.2891199,127.1071058,112.506
37.2891204,127.1071047,112.504
37.2891207,127.1071035,112.514
37.2891211,127.1071024,112.52
37.2891214,127.1071012,112.514
37.2891217,127.1070998,112.493
37.2891221,127.1070987,112.497
37.2891224,127.1070974,112.507
37.2891229,127.1070965,112.526
37.2891233,127.1070954,112.542
37.2891236,127.1070942,112.529
37.2891239,127.1070931,112.533
37.2891245,127.1070918,112.52
37.2891249,127.1070908,112.547
37.2891252,127.1070898,112.557
37.2891254,127.1070887,112.554
37.2891256,127.1070874,112.522
37.289126,127.1070861,112.504
37.2891263,127.1070847,112.52
37.2891266,127.1070835,112.533
37.2891271,127.1070823,112.524
37.2891275,127.1070812,112.507
37.2891279,127.10708,112.504
37.2891284,127.107079,112.461
37.2891288,127.107078,112.488
37.2891292,127.1070772,112.525
37.2891293,127.1070761,112.515
37.2891295,127.1070748,112.494
37.2891298,127.1070735,112.479
37.28913,127.1070722,112.491
37.2891302,127.1070709,112.499
37.2891306,127.1070698,112.515
37.2891309,127.1070684,112.505
37.2891312,127.1070671,112.485
37.2891316,127.107066,112.486
37.2891318,127.1070648,112.481
37.2891322,127.1070637,112.49
37.2891326,127.1070627,112.484
37.2891327,127.1070615,112.476
37.2891328,127.1070602,112.47
37.2891329,127.1070589,112.469
37.2891333,127.1070576,112.476
37.2891337,127.1070565,112.48
37.2891341,127.1070553,112.483
37.2891344,127.1070539,112.46
37.2891347,127.1070528,112.447
37.2891351,127.1070515,112.442
37.2891356,127.1070503,112.451
37.2891364,127.1070478,112.446
37.2891366,127.1070465,112.436
37.2891369,127.1070452,112.432
37.2891373,127.107044,112.428
37.2891376,127.1070429,112.442
37.289138,127.1070415,112.448
37.2891384,127.1070401,112.434
37.2891389,127.1070387,112.425
37.2891393,127.1070373,112.424
37.2891397,127.1070361,112.446
37.28914,127.1070349,112.468
37.2891402,127.1070339,112.457
37.2891404,127.1070326,112.438
37.2891407,127.1070314,112.446
37.289141,127.10703,112.453
37.2891413,127.1070289,112.481
37.2891417,127.1070277,112.487
37.2891419,127.1070265,112.484
37.2891422,127.1070252,112.488
37.2891427,127.107024,112.481
37.2891431,127.1070228,112.494
37.2891435,127.107022,112.528
37.2891438,127.1070208,112.522
37.2891439,127.1070196,112.496
37.2891441,127.1070182,112.504
37.2891443,127.1070168,112.505
37.2891445,127.1070154,112.514
37.2891447,127.1070141,112.544
37.2891449,127.1070128,112.54
37.2891451,127.1070113,112.529
37.2891452,127.1070101,112.522
37.2891454,127.107009,112.535
37.2891456,127.107008,112.55
37.2891456,127.1070069,112.559
37.2891456,127.1070057,112.574
37.2891456,127.1070046,112.56
37.2891455,127.1070034,112.547
37.2891455,127.1070021,112.56
37.2891455,127.1070007,112.586
37.2891455,127.1069993,112.598
37.2891455,127.1069981,112.592
37.2891455,127.1069966,112.58
37.2891455,127.1069955,112.567
37.2891455,127.1069944,112.599
37.2891453,127.1069932,112.618
37.289145,127.1069923,112.619
37.2891447,127.1069911,112.609
37.2891444,127.10699,112.609
37.2891439,127.1069888,112.617
37.2891434,127.1069875,112.627
37.2891432,127.1069863,112.645
37.2891428,127.1069852,112.63
37.2891424,127.1069839,112.628
37.2891421,127.1069827,112.614
37.2891419,127.1069813,112.615
37.2891417,127.1069801,112.645
37.2891413,127.1069791,112.661
37.2891409,127.106978,112.65
37.2891404,127.1069769,112.635
37.2891399,127.1069758,112.636
37.2891393,127.1069747,112.661
37.2891388,127.1069735,112.7
37.2891385,127.1069724,112.724
37.289138,127.1069713,112.714
37.2891374,127.1069701,112.707
37.289137,127.1069691,112.709
37.2891365,127.1069681,112.741
37.2891361,127.1069673,112.745
37.2891355,127.1069662,112.743
37.2891346,127.1069656,112.755
37.2891339,127.1069649,112.748
37.2891333,127.106964,112.736
37.2891326,127.1069631,112.76
37.2891321,127.106962,112.756
37.2891316,127.1069609,112.75
37.2891309,127.1069595,112.725
37.2891302,127.1069582,112.703
37.2891296,127.1069571,112.718
37.2891289,127.1069559,112.741
37.2891283,127.1069549,112.748
37.2891277,127.1069539,112.745
37.2891269,127.106953,112.73
37.2891261,127.106952,112.714
37.2891253,127.1069511,112.71
37.2891247,127.1069501,112.732
37.2891239,127.106949,112.73
37.2891233,127.1069478,112.712
37.2891225,127.1069468,112.707
37.2891219,127.1069458,112.702
37.2891212,127.1069448,112.705
37.2891207,127.1069438,112.724
37.2891201,127.1069429,112.722
37.2891192,127.1069421,112.724
37.2891184,127.1069413,112.71
37.2891176,127.1069405,112.698
37.2891166,127.1069397,112.706
37.2891158,127.1069388,112.722
37.2891149,127.1069379,112.701
37.289114,127.106937,112.687
37.2891132,127.1069362,112.68
37.2891124,127.1069355,112.671
37.2891119,127.1069347,112.702
37.2891113,127.106934,112.706
37.2891105,127.1069333,112.698
37.2891096,127.1069327,112.686
37.2891086,127.1069322,112.684
37.2891077,127.1069316,112.68
37.2891068,127.106931,112.69
37.289106,127.1069303,112.704
37.289105,127.1069295,112.692
37.289104,127.1069287,112.68
37.2891032,127.1069281,112.676
37.2891024,127.1069274,112.692
37.2891016,127.1069267,112.724
37.2891009,127.106926,112.74
37.2891001,127.1069253,112.727
37.2890992,127.1069246,112.716
37.2890983,127.106924,112.724
37.2890974,127.1069234,112.743
37.2890963,127.1069227,112.759
37.2890954,127.1069219,112.777
37.2890943,127.1069212,112.761
37.2890934,127.1069205,112.746
37.2890925,127.1069197,112.747
37.2890917,127.106919,112.761
37.2890908,127.1069182,112.788
37.2890901,127.1069175,112.768
37.2890892,127.106917,112.76
37.2890882,127.1069164,112.761
37.2890871,127.1069159,112.76
37.2890862,127.1069153,112.787
37.2890852,127.1069146,112.808
37.2890844,127.106914,112.806
37.2890836,127.1069132,112.792
37.2890828,127.1069125,112.777
37.2890821,127.1069117,112.786
37.2890813,127.106911,112.799
37.2890806,127.1069103,112.815
37.2890797,127.1069097,112.805
37.2890788,127.1069091,112.78
37.2890779,127.1069084,112.781
37.2890769,127.1069078,112.797
37.289076,127.1069071,112.815
37.289075,127.1069063,112.82
37.2890741,127.1069054,112.808
37.2890731,127.1069047,112.8
37.2890722,127.1069039,112.798
37.2890713,127.106903,112.8
37.2890705,127.1069022,112.833
37.2890697,127.1069016,112.828
37.2890688,127.1069011,112.799
37.2890678,127.1069005,112.798
37.2890669,127.1069,112.796
37.2890658,127.1068995,112.788
37.2890649,127.1068989,112.818
37.2890639,127.106898,112.823
37.289063,127.1068973,112.807
37.2890621,127.1068966,112.794
37.2890613,127.1068958,112.806
37.2890604,127.106895,112.832
37.2890596,127.1068942,112.825
37.2890588,127.1068937,112.833
37.2890579,127.106893,112.827
37.2890569,127.1068925,112.82
37.289056,127.106892,112.832
37.289055,127.1068914,112.854
37.2890532,127.1068902,112.86
37.2890523,127.1068894,112.842
37.2890514,127.1068886,112.844
37.2890506,127.1068879,112.852
37.2890499,127.1068872,112.887
37.2890491,127.1068866,112.902
37.2890483,127.106886,112.89
37.2890474,127.1068854,112.88
37.2890465,127.1068849,112.892
37.2890456,127.1068843,112.896
37.2890445,127.1068836,112.906
37.2890437,127.1068828,112.917
37.2890428,127.106882,112.909
37.289042,127.1068813,112.908
37.2890411,127.1068805,112.899
37.2890402,127.1068799,112.938
37.2890394,127.1068792,112.961
37.2890387,127.1068787,112.959
37.2890378,127.1068783,112.963
37.2890369,127.1068777,112.953
37.289036,127.1068771,112.947
37.2890351,127.1068764,112.97
37.2890342,127.1068757,112.988
37.2890333,127.1068749,112.986
37.2890323,127.1068741,112.974
37.2890315,127.1068734,112.962
37.2890306,127.1068729,112.981
37.2890298,127.1068722,113.017
37.289029,127.1068716,113.032
37.2890282,127.1068711,113.034
37.2890273,127.1068706,113.013
37.2890264,127.10687,112.999
37.2890254,127.1068694,113.012
37.2890245,127.106869,113.042
37.2890236,127.1068683,113.027
37.2890227,127.1068677,113.034
37.2890218,127.106867,113.031
37.289021,127.1068663,113.027
37.2890202,127.1068656,113.032
37.2890195,127.1068649,113.058
37.2890188,127.1068643,113.065
37.2890179,127.1068638,113.056
37.289017,127.1068632,113.034
37.2890161,127.1068627,113.039
37.2890152,127.1068623,113.042
37.2890143,127.1068617,113.071
37.2890134,127.106861,113.065
37.2890126,127.1068604,113.051
37.2890117,127.1068597,113.041
37.289011,127.106859,113.051
37.2890102,127.1068582,113.079
37.2890094,127.1068575,113.079
37.2890088,127.106857,113.084
37.2890079,127.1068565,113.091
37.2890071,127.1068559,113.071
37.2890061,127.1068555,113.077
37.2890052,127.106855,113.088
37.2890032,127.1068538,113.081
37.2890023,127.1068532,113.064
37.2890014,127.1068527,113.066
37.2890005,127.1068521,113.064
37.2889996,127.1068515,113.107
37.2889989,127.1068509,113.121
37.2889981,127.1068505,113.128
37.2889972,127.10685,113.133
37.2889962,127.1068493,113.133
37.2889954,127.1068487,113.15
37.2889945,127.106848,113.185
37.2889936,127.1068472,113.19
37.2889925,127.1068465,113.181
37.2889916,127.1068458,113.176
37.2889908,127.1068452,113.189
37.28899,127.1068444,113.205
37.2889891,127.1068438,113.218
37.2889882,127.1068432,113.218
37.2889873,127.1068427,113.205
37.2889863,127.1068423,113.197
37.2889853,127.1068418,113.207
37.2889843,127.1068413,113.231
37.2889834,127.1068408,113.226
37.2889824,127.1068402,113.22
37.2889814,127.1068396,113.195
37.2889804,127.106839,113.201
37.2889796,127.1068385,113.216
37.2889787,127.106838,113.244
37.2889777,127.1068376,113.243
37.2889768,127.1068372,113.232
