latitude,longitude,altitude
37.2890967,127.1070325,114.26
37.289097,127.1070315,114.265
37.2890972,127.1070304,114.269
37.2890974,127.1070292,114.26
37.2890976,127.107028,114.25
37.289098,127.1070256,114.252
37.2890984,127.1070244,114.262
37.2890986,127.107023,114.248
37.289099,127.1070217,114.235
37.2890994,127.1070206,114.228
37.2890997,127.1070195,114.234
37.2890999,127.1070184,114.231
37.2891002,127.1070173,114.24
37.2891003,127.107016,114.229
37.2891005,127.1070135,114.217
37.2891006,127.1070121,114.213
37.2891008,127.1070109,114.212
37.289101,127.1070097,114.199
37.2891012,127.1070084,114.179
37.2891015,127.1070073,114.159
37.2891018,127.1070062,114.146
37.2891021,127.1070051,114.137
37.2891018,127.107005,112.792
37.2891018,127.1070037,112.146
37.2891018,127.107003,111.79
37.2891015,127.1070024,111.567
37.289101,127.1070016,111.441
37.2891006,127.1070007,111.342
37.2891003,127.1069996,111.26
37.2890999,127.1069986,111.2
37.2890997,127.1069975,111.154
37.2890995,127.1069964,111.119
37.2890993,127.1069955,111.112
37.2890991,127.1069945,111.113
37.2890987,127.1069935,111.083
37.2890983,127.1069925,111.078
37.289098,127.1069916,111.071
37.2890976,127.1069906,111.074
37.2890973,127.1069897,111.092
37.289097,127.1069888,111.096
37.2890968,127.1069878,111.089
37.2890965,127.106987,111.091
37.2890961,127.1069853,111.102
37.2890959,127.1069846,111.13
37.2890956,127.1069838,111.129
37.289095,127.106983,111.134
37.2890947,127.1069824,111.139
37.2890943,127.1069817,111.138
37.2890939,127.1069811,111.141
37.2890935,127.1069807,111.152
37.2890932,127.1069802,111.175
37.289093,127.1069795,111.169
37.289093,127.106979,111.168
37.289093,127.1069783,111.179
37.289093,127.1069779,111.192
37.2890926,127.1069775,111.205
37.2890924,127.106977,111.215
37.2890921,127.1069768,111.227
37.2890917,127.1069762,111.244
37.2890915,127.1069759,111.26
37.2890911,127.1069755,111.268
37.2890902,127.1069742,111.258
37.2890897,127.1069734,111.271
37.2890895,127.1069729,111.294
37.2890891,127.1069721,111.303
37.2890887,127.1069712,111.339
37.2890883,127.1069706,111.362
37.2890879,127.10697,111.382
37.2890876,127.1069693,111.394
37.2890875,127.1069689,111.415
37.2890872,127.1069684,111.419
37.2890868,127.1069679,111.434
37.2890868,127.1069675,111.453
37.2890866,127.106967,111.472
37.2890863,127.1069664,111.474
37.289086,127.1069657,111.501
37.2890855,127.1069649,111.516
37.289085,127.1069642,111.518
37.2890845,127.1069636,111.53
37.289084,127.1069629,111.55
37.2890836,127.1069623,111.578
37.2890831,127.1069616,111.598
37.2890827,127.1069608,111.61
37.2890824,127.1069601,111.618
37.2890821,127.1069594,111.624
37.2890818,127.1069586,111.656
37.2890814,127.106958,111.684
37.289081,127.1069572,111.706
37.2890804,127.1069565,111.716
37.2890798,127.1069558,111.732
37.2890792,127.1069552,111.754
37.2890785,127.1069546,111.782
37.2890779,127.1069541,111.812
37.2890774,127.1069535,111.839
37.2890768,127.1069527,111.865
37.2890763,127.1069521,111.885
37.2890757,127.1069516,111.899
37.2890751,127.106951,111.916
37.2890745,127.1069505,111.941
37.2890738,127.1069502,111.967
37.289073,127.1069497,111.992
37.2890721,127.1069493,111.989
37.2890714,127.106949,112.005
37.2890706,127.1069486,112.044
37.2890696,127.1069481,112.057
37.2890689,127.1069475,112.07
37.2890681,127.106947,112.084
37.2890674,127.1069464,112.09
37.2890666,127.1069459,112.093
37.289066,127.1069455,112.095
37.2890654,127.1069449,112.106
37.2890648,127.1069444,112.118
37.2890643,127.106944,112.143
37.2890637,127.1069434,112.156
37.2890632,127.1069431,112.162
37.2890627,127.1069428,112.193
37.2890621,127.1069426,112.214
37.2890616,127.1069423,112.237
37.2890609,127.106942,112.236
37.2890602,127.1069415,112.232
37.2890595,127.1069412,112.259
37.289059,127.106941,112.282
37.2890584,127.1069408,112.288
37.2890578,127.1069405,112.308
37.2890572,127.1069403,112.306
37.2890565,127.10694,112.311
37.2890557,127.1069396,112.32
